Timestamp (s),CPU (%),RAM (%),Swap (%)
1730323298.792,100.0,40.8,0.0
1730323328.791,100.0,40.7,0.0
1730323358.790,100.0,40.7,0.0
1730323388.789,100.0,40.7,0.0
1730323418.792,100.0,40.7,0.0
1730323448.793,100.0,40.7,0.0
1730323478.792,100.0,40.7,0.0
1730323508.791,100.0,40.7,0.0
1730323538.790,100.0,40.7,0.0
1730323568.804,100.0,40.7,0.0
1730323598.806,100.0,40.7,0.0
1730323628.808,100.0,40.7,0.0
1730323658.807,100.0,40.7,0.0
1730323688.806,100.0,40.7,0.0
1730323718.805,100.0,40.7,0.0
1730323748.804,100.0,40.7,0.0
1730323778.806,100.0,40.7,0.0
1730323808.805,100.0,40.7,0.0
1730323838.804,100.0,40.7,0.0
1730323868.803,100.0,40.7,0.0
1730323898.806,100.0,40.7,0.0
1730323928.805,100.0,40.7,0.0
1730323958.804,100.0,40.7,0.0
1730323988.803,100.0,40.7,0.0
1730324018.802,100.0,40.7,0.0
1730324048.804,100.0,40.7,0.0
