Timestamp (s),CPU (%),RAM (%),Swap (%)
1730331237.391,100.0,45.7,0.0
1730331267.383,100.0,45.6,0.0
1730331297.382,100.0,45.6,0.0
1730331327.381,100.0,45.6,0.0
1730331357.385,100.0,45.6,0.0
1730331387.390,100.0,45.6,0.0
1730331417.393,100.0,45.6,0.0
1730331447.395,100.0,45.6,0.0
1730331477.400,100.0,45.6,0.0
1730331507.402,100.0,45.6,0.0
1730331537.401,100.0,45.6,0.0
1730331567.404,100.0,45.6,0.0
1730331597.407,100.0,45.6,0.0
1730331627.406,100.0,45.6,0.0
1730331657.409,100.0,45.6,0.0
1730331687.408,100.0,45.6,0.0
1730331717.407,100.0,45.6,0.0
1730331747.409,100.0,45.6,0.0
1730331777.408,100.0,45.6,0.0
1730331807.414,100.0,45.6,0.0
1730331837.413,100.0,45.6,0.0
1730331867.416,100.0,45.6,0.0
1730331897.423,100.0,45.6,0.0
1730331927.425,100.0,45.6,0.0
1730331957.424,100.0,45.6,0.0
1730331987.427,100.0,45.6,0.0
1730332017.430,100.0,45.6,0.0
1730332047.429,100.0,45.6,0.0
1730332077.428,100.0,45.6,0.0
1730332107.434,100.0,45.6,0.0
1730332137.433,100.0,45.6,0.0
1730332167.439,100.0,45.6,0.0
1730332197.438,100.0,45.6,0.0
1730332227.437,100.0,45.6,0.0
1730332257.439,100.0,45.6,0.0
1730332287.448,100.0,45.6,0.0
1730332317.447,100.0,45.6,0.0
1730332347.453,100.0,45.6,0.0
1730332377.455,100.0,45.6,0.0
1730332407.457,100.0,45.6,0.0
1730332437.456,100.0,45.6,0.0
1730332467.457,100.0,45.6,0.0
1730332497.459,100.0,45.6,0.0
1730332527.461,100.0,45.6,0.0
1730332557.460,100.0,45.6,0.0
1730332587.462,100.0,45.6,0.0
1730332617.464,100.0,45.6,0.0
1730332647.463,100.0,45.6,0.0
1730332677.468,100.0,45.6,0.0
1730332707.475,100.0,45.6,0.0
1730332737.476,100.0,45.6,0.0
1730332767.476,100.0,45.6,0.0
1730332797.479,100.0,45.6,0.0
1730332827.481,100.0,45.6,0.0
1730332857.484,100.0,45.6,0.0
1730332887.483,100.0,45.6,0.0
1730332917.486,100.0,45.6,0.0
1730332947.485,100.0,45.6,0.0
1730332977.488,100.0,45.6,0.0
1730333007.491,100.0,45.6,0.0
1730333037.493,100.0,45.6,0.0
1730333067.492,100.0,45.6,0.0
1730333097.491,100.0,45.6,0.0
1730333127.494,100.0,45.6,0.0
1730333157.496,100.0,45.6,0.0
1730333187.495,100.0,45.6,0.0
1730333217.497,100.0,45.6,0.0
1730333247.496,100.0,45.6,0.0
1730333277.504,100.0,45.6,0.0
1730333307.507,100.0,45.6,0.0
1730333337.509,100.0,45.6,0.0
1730333367.508,100.0,45.6,0.0
1730333397.512,100.0,45.6,0.0
1730333427.511,100.0,45.6,0.0
1730333457.510,100.0,45.6,0.0
1730333487.517,100.0,45.6,0.0
1730333517.516,100.0,45.6,0.0
1730333547.515,100.0,45.6,0.0
1730333577.526,100.0,45.6,0.0
1730333607.525,100.0,45.6,0.0
1730333637.528,100.0,45.6,0.0
1730333667.531,100.0,45.6,0.0
1730333697.530,100.0,45.6,0.0
1730333727.537,100.0,45.6,0.0
1730333757.536,100.0,45.6,0.0
1730333787.538,100.0,45.6,0.0
1730333817.540,100.0,45.6,0.0
1730333847.539,100.0,45.6,0.0
1730333877.538,100.0,45.6,0.0
1730333907.540,100.0,45.6,0.0
1730333937.542,100.0,45.6,0.0
1730333967.541,100.0,45.6,0.0
1730333997.548,100.0,45.6,0.0
1730334027.551,100.0,45.6,0.0
1730334057.550,100.0,45.6,0.0
1730334087.553,100.0,45.6,0.0
1730334117.552,100.0,45.6,0.0
