Timestamp (s),CPU (%),RAM (%),Swap (%)
1730334123.394,100.0,45.7,0.0
1730334153.415,100.0,45.6,0.0
1730334183.417,100.0,45.6,0.0
1730334213.425,100.0,45.6,0.0
1730334243.427,100.0,45.6,0.0
1730334273.430,100.0,45.6,0.0
1730334303.432,100.0,45.6,0.0
1730334333.433,100.0,45.6,0.0
1730334363.432,100.0,45.6,0.0
1730334393.435,100.0,45.6,0.0
1730334423.436,100.0,45.6,0.0
1730334453.438,100.0,45.6,0.0
1730334483.439,100.0,45.6,0.0
1730334513.441,100.0,45.6,0.0
1730334543.447,100.0,45.6,0.0
1730334573.450,100.0,45.6,0.0
1730334603.451,100.0,45.6,0.0
1730334633.457,100.0,45.6,0.0
1730334663.456,100.0,45.6,0.0
1730334693.455,100.0,45.6,0.0
1730334723.462,100.0,45.6,0.0
1730334753.461,100.0,45.6,0.0
1730334783.460,100.0,45.6,0.0
1730334813.465,100.0,45.6,0.0
1730334843.475,100.0,45.6,0.0
1730334873.474,100.0,45.6,0.0
1730334903.473,100.0,45.6,0.0
1730334933.476,100.0,45.6,0.0
1730334963.475,100.0,45.6,0.0
1730334993.482,100.0,45.6,0.0
1730335023.485,100.0,45.6,0.0
1730335053.487,100.0,45.6,0.0
1730335083.490,100.0,45.6,0.0
1730335113.493,100.0,45.6,0.0
1730335143.495,100.0,45.6,0.0
1730335173.496,100.0,45.6,0.0
1730335203.499,100.0,45.6,0.0
1730335233.498,100.0,45.6,0.0
1730335263.500,100.0,45.6,0.0
1730335293.502,100.0,45.6,0.0
1730335323.501,100.0,45.6,0.0
1730335353.503,100.0,45.6,0.0
1730335383.505,100.0,45.6,0.0
1730335413.508,100.0,45.6,0.0
1730335443.511,100.0,45.6,0.0
1730335473.514,100.0,45.6,0.0
1730335503.513,100.0,45.6,0.0
1730335533.512,100.0,45.6,0.0
1730335563.523,100.0,45.6,0.0
1730335593.526,100.0,45.6,0.0
1730335623.529,100.0,45.6,0.0
1730335653.531,100.0,45.6,0.0
1730335683.533,100.0,45.6,0.0
1730335713.532,100.0,45.6,0.0
1730335743.531,100.0,45.6,0.0
1730335773.534,100.0,45.6,0.0
1730335803.537,100.0,45.6,0.0
1730335833.538,100.0,45.6,0.0
1730335863.542,100.0,45.6,0.0
1730335893.545,100.0,45.6,0.0
1730335923.544,100.0,45.6,0.0
1730335953.543,100.0,45.6,0.0
1730335983.542,100.0,45.6,0.0
1730336013.545,100.0,45.6,0.0
1730336043.559,100.0,45.6,0.0
1730336073.562,100.0,45.6,0.0
1730336103.564,100.0,45.6,0.0
1730336133.563,100.0,45.6,0.0
1730336163.566,100.0,45.6,0.0
1730336193.565,100.0,45.6,0.0
1730336223.567,100.0,45.6,0.0
1730336253.571,100.0,45.6,0.0
1730336283.573,100.0,45.6,0.0
1730336313.572,100.0,45.6,0.0
1730336343.575,100.0,45.6,0.0
1730336373.574,100.0,45.6,0.0
1730336403.584,100.0,45.6,0.0
1730336433.583,100.0,45.6,0.0
1730336463.586,100.0,45.6,0.0
1730336493.585,100.0,45.6,0.0
1730336523.587,100.0,45.6,0.0
1730336553.589,100.0,45.6,0.0
1730336583.594,100.0,45.6,0.0
1730336613.599,100.0,45.6,0.0
1730336643.598,100.0,45.6,0.0
1730336673.597,100.0,45.6,0.0
1730336703.599,100.0,45.6,0.0
1730336733.602,100.0,45.6,0.0
1730336763.607,100.0,45.6,0.0
1730336793.613,100.0,45.6,0.0
1730336823.612,100.0,45.6,0.0
1730336853.611,100.0,45.6,0.0
1730336883.616,100.0,45.6,0.0
1730336913.619,100.0,45.6,0.0
1730336943.621,100.0,45.6,0.0
1730336973.623,100.0,45.6,0.0
1730337003.622,100.0,45.6,0.0
1730337033.623,100.0,45.6,0.0
1730337063.625,100.0,45.6,0.0
1730337093.632,100.0,45.6,0.0
1730337123.634,100.0,45.6,0.0
1730337153.638,100.0,45.6,0.0
1730337183.637,100.0,45.6,0.0
1730337213.638,100.0,45.6,0.0
1730337243.641,100.0,45.6,0.0
1730337273.643,100.0,45.6,0.0
1730337303.642,100.0,45.6,0.0
1730337333.641,100.0,45.6,0.0
1730337363.646,100.0,45.6,0.0
1730337393.652,100.0,45.6,0.0
1730337423.659,100.0,45.6,0.0
1730337453.662,100.0,45.6,0.0
