Timestamp (s),CPU (%),RAM (%),Swap (%)
1730361217.489,100.0,45.7,0.0
1730361247.514,100.0,45.6,0.0
1730361277.517,100.0,45.6,0.0
1730361307.529,100.0,45.6,0.0
1730361337.528,100.0,45.6,0.0
1730361367.527,100.0,45.6,0.0
1730361397.533,100.0,45.6,0.0
1730361427.540,100.0,45.6,0.0
1730361457.543,100.0,45.6,0.0
1730361487.545,100.0,45.6,0.0
1730361517.546,100.0,45.6,0.0
1730361547.552,100.0,45.6,0.0
1730361577.556,100.0,45.6,0.0
1730361607.575,100.0,45.6,0.0
1730361637.574,100.0,45.6,0.0
1730361667.582,100.0,45.6,0.0
1730361697.581,100.0,45.6,0.0
1730361727.584,100.0,45.6,0.0
1730361757.587,100.0,45.6,0.0
1730361787.598,100.0,45.6,0.0
1730361817.600,100.0,45.6,0.0
1730361847.599,100.0,45.6,0.0
1730361877.606,100.0,45.6,0.0
1730361907.618,100.0,45.6,0.0
1730361937.620,100.0,45.6,0.0
1730361967.619,100.0,45.6,0.0
1730361997.620,100.0,45.6,0.0
1730362027.629,100.0,45.6,0.0
1730362057.635,100.0,45.6,0.0
1730362087.643,100.0,45.6,0.0
1730362117.646,100.0,45.6,0.0
1730362147.648,100.0,45.6,0.0
1730362177.655,100.0,45.6,0.0
1730362207.658,100.0,45.6,0.0
1730362237.664,100.0,45.6,0.0
1730362267.666,100.0,45.6,0.0
1730362297.670,100.0,45.6,0.0
1730362327.669,100.0,45.6,0.0
1730362357.668,100.0,45.6,0.0
1730362387.684,100.0,45.6,0.0
1730362417.686,100.0,45.6,0.0
1730362447.692,100.0,45.6,0.0
1730362477.691,100.0,45.6,0.0
1730362507.698,100.0,45.6,0.0
1730362537.713,100.0,45.6,0.0
1730362567.712,100.0,45.6,0.0
1730362597.714,100.0,45.6,0.0
1730362627.717,100.0,45.6,0.0
1730362657.716,100.0,45.6,0.0
1730362687.723,100.0,45.6,0.0
1730362717.730,100.0,45.6,0.0
1730362747.738,100.0,45.6,0.0
1730362777.737,100.0,45.6,0.0
1730362807.738,100.0,45.6,0.0
1730362837.745,100.0,45.6,0.0
1730362867.756,100.0,45.6,0.0
1730362897.755,100.0,45.6,0.0
1730362927.762,100.0,45.6,0.0
1730362957.765,100.0,45.6,0.0
1730362987.768,100.0,45.6,0.0
1730363017.778,100.0,45.6,0.0
1730363047.779,100.0,45.6,0.0
1730363077.781,100.0,45.6,0.0
1730363107.794,100.0,45.6,0.0
1730363137.796,100.0,45.6,0.0
1730363167.801,100.0,45.6,0.0
1730363197.803,100.0,45.6,0.0
1730363227.805,100.0,45.6,0.0
1730363257.804,100.0,45.6,0.0
1730363287.809,100.0,45.6,0.0
1730363317.825,100.0,45.6,0.0
1730363347.828,100.0,45.6,0.0
1730363377.827,100.0,45.6,0.0
1730363407.830,100.0,45.6,0.0
1730363437.846,100.0,45.6,0.0
1730363467.845,100.0,45.6,0.0
1730363497.849,100.0,45.6,0.0
1730363527.850,100.0,45.6,0.0
1730363557.856,100.0,45.6,0.0
1730363587.858,100.0,45.6,0.0
1730363617.870,100.0,45.6,0.0
1730363647.873,100.0,45.6,0.0
1730363677.874,100.0,45.6,0.0
1730363707.884,100.0,45.6,0.0
1730363737.885,100.0,45.6,0.0
1730363767.886,100.0,45.6,0.0
1730363797.885,100.0,45.6,0.0
1730363827.887,100.0,45.6,0.0
1730363857.888,100.0,45.6,0.0
1730363887.897,100.0,45.6,0.0
1730363917.902,100.0,45.6,0.0
1730363947.907,100.0,45.6,0.0
1730363977.906,100.0,45.6,0.0
1730364007.908,100.0,45.6,0.0
1730364037.916,100.0,45.6,0.0
1730364067.920,100.0,45.6,0.0
1730364097.925,100.0,45.6,0.0
1730364127.932,100.0,45.6,0.0
1730364157.945,100.0,45.6,0.0
1730364187.944,100.0,45.6,0.0
1730364217.943,100.0,45.6,0.0
1730364247.953,100.0,45.6,0.0
1730364277.955,100.0,45.6,0.0
1730364307.957,100.0,45.6,0.0
1730364337.963,100.0,45.6,0.0
1730364367.965,100.0,45.6,0.0
1730364397.969,100.0,45.6,0.0
1730364427.980,100.0,45.6,0.0
1730364457.979,100.0,45.6,0.0
1730364487.985,100.0,45.6,0.0
1730364517.986,100.0,45.6,0.0
1730364547.992,100.0,45.6,0.0
1730364577.996,100.0,46.0,0.0
1730364607.999,100.0,45.8,0.0
1730364637.998,100.0,54.2,0.0
1730364668.008,100.0,62.3,0.0
1730364698.010,100.0,57.8,0.0
1730364728.027,100.0,45.6,0.0
1730364758.028,100.0,45.6,0.0
1730364788.030,100.0,45.6,0.0
1730364818.029,100.0,45.6,0.0
1730364848.042,100.0,45.6,0.0
1730364878.041,100.0,58.5,0.0
1730364908.043,100.0,57.9,0.0
1730364938.052,100.0,45.6,0.0
1730364968.059,100.0,45.5,0.0
1730364998.061,100.0,45.5,0.0
1730365028.062,100.0,45.5,0.0
1730365058.066,100.0,45.6,0.0
1730365088.073,100.0,45.5,0.0
1730365118.082,100.0,45.5,0.0
1730365148.085,100.0,45.5,0.0
1730365178.084,100.0,45.6,0.0
1730365208.089,100.0,45.6,0.0
1730365238.092,100.0,45.6,0.0
1730365268.093,100.0,45.6,0.0
1730365298.104,100.0,45.6,0.0
1730365328.107,100.0,45.6,0.0
1730365358.110,100.0,45.6,0.0
1730365388.122,100.0,45.7,0.0
1730365418.123,100.0,52.0,0.0
1730365448.125,100.0,45.7,0.0
1730365478.131,100.0,45.6,0.0
1730365508.137,100.0,45.7,0.0
1730365538.141,100.0,45.7,0.0
1730365568.147,100.0,46.7,0.0
1730365598.151,100.0,45.5,0.0
1730365628.155,100.0,46.3,0.0
1730365658.156,100.0,45.7,0.0
1730365688.160,100.0,45.6,0.0
1730365718.163,100.0,45.6,0.0
1730365748.169,100.0,45.6,0.0
1730365778.181,100.0,45.7,0.0
1730365808.181,100.0,50.5,0.0
