Timestamp (s),CPU (%),RAM (%),Swap (%)
1730345569.011,100.0,45.7,0.0
1730345599.036,100.0,45.6,0.0
1730345629.037,100.0,45.6,0.0
1730345659.043,100.0,45.6,0.0
1730345689.046,100.0,45.6,0.0
1730345719.053,100.0,45.6,0.0
1730345749.054,100.0,45.6,0.0
1730345779.053,100.0,45.6,0.0
1730345809.056,100.0,45.6,0.0
1730345839.066,100.0,45.6,0.0
1730345869.065,100.0,45.6,0.0
1730345899.074,100.0,45.6,0.0
1730345929.073,100.0,45.6,0.0
1730345959.083,100.0,45.6,0.0
1730345989.086,100.0,45.6,0.0
1730346019.088,100.0,45.6,0.0
1730346049.091,100.0,45.6,0.0
1730346079.092,100.0,45.6,0.0
1730346109.091,100.0,45.6,0.0
1730346139.093,100.0,45.6,0.0
1730346169.099,100.0,45.6,0.0
1730346199.102,100.0,45.6,0.0
1730346229.106,100.0,45.6,0.0
1730346259.109,100.0,45.6,0.0
1730346289.116,100.0,45.6,0.0
1730346319.115,100.0,45.6,0.0
1730346349.120,100.0,45.6,0.0
1730346379.122,100.0,45.6,0.0
1730346409.125,100.0,45.6,0.0
1730346439.128,100.0,45.6,0.0
1730346469.131,100.0,45.6,0.0
1730346499.133,100.0,45.6,0.0
1730346529.138,100.0,45.6,0.0
1730346559.137,100.0,45.6,0.0
1730346589.146,100.0,45.6,0.0
1730346619.145,100.0,45.6,0.0
1730346649.155,100.0,45.6,0.0
1730346679.157,100.0,45.6,0.0
1730346709.159,100.0,45.6,0.0
1730346739.161,100.0,45.6,0.0
1730346769.166,100.0,45.6,0.0
1730346799.168,100.0,45.6,0.0
1730346829.170,100.0,45.6,0.0
1730346859.174,100.0,45.6,0.0
1730346889.178,100.0,45.6,0.0
1730346919.188,100.0,45.6,0.0
1730346949.191,100.0,45.6,0.0
1730346979.190,100.0,45.6,0.0
1730347009.194,100.0,45.6,0.0
1730347039.197,100.0,45.6,0.0
1730347069.204,100.0,45.6,0.0
1730347099.205,100.0,45.6,0.0
1730347129.207,100.0,45.6,0.0
1730347159.210,100.0,45.6,0.0
1730347189.212,100.0,45.6,0.0
1730347219.214,100.0,45.6,0.0
1730347249.217,100.0,45.6,0.0
1730347279.219,100.0,45.6,0.0
1730347309.222,100.0,45.6,0.0
1730347339.227,100.0,45.6,0.0
1730347369.226,100.0,45.6,0.0
1730347399.225,100.0,45.6,0.0
1730347429.232,100.0,45.6,0.0
1730347459.237,100.0,45.6,0.0
1730347489.248,100.0,45.6,0.0
1730347519.247,100.0,45.6,0.0
1730347549.257,100.0,45.6,0.0
1730347579.259,100.0,45.6,0.0
1730347609.261,100.0,45.6,0.0
1730347639.269,100.0,45.6,0.0
1730347669.268,100.0,45.6,0.0
1730347699.270,100.0,45.6,0.0
1730347729.273,100.0,45.6,0.0
1730347759.278,100.0,45.6,0.0
1730347789.284,100.0,45.6,0.0
1730347819.283,100.0,45.6,0.0
1730347849.284,100.0,45.6,0.0
1730347879.288,100.0,45.6,0.0
1730347909.293,100.0,45.6,0.0
1730347939.295,100.0,45.6,0.0
1730347969.299,100.0,45.6,0.0
1730347999.302,100.0,45.6,0.0
1730348029.307,100.0,45.6,0.0
1730348059.306,100.0,45.6,0.0
1730348089.305,100.0,45.6,0.0
1730348119.317,100.0,45.6,0.0
1730348149.318,100.0,45.6,0.0
1730348179.325,100.0,45.6,0.0
1730348209.324,100.0,45.6,0.0
1730348239.330,100.0,45.6,0.0
1730348269.329,100.0,45.6,0.0
1730348299.331,100.0,45.6,0.0
1730348329.343,100.0,45.6,0.0
1730348359.342,100.0,45.6,0.0
1730348389.341,100.0,45.6,0.0
1730348419.347,100.0,45.6,0.0
1730348449.346,100.0,45.6,0.0
1730348479.359,100.0,45.6,0.0
1730348509.360,100.0,45.6,0.0
1730348539.359,100.0,45.6,0.0
1730348569.363,100.0,45.6,0.0
1730348599.368,100.0,45.6,0.0
1730348629.383,100.0,45.6,0.0
1730348659.382,100.0,45.6,0.0
1730348689.384,100.0,45.6,0.0
1730348719.387,100.0,45.6,0.0
1730348749.388,100.0,45.6,0.0
1730348779.389,100.0,45.6,0.0
1730348809.390,100.0,45.6,0.0
1730348839.392,100.0,45.6,0.0
1730348869.402,100.0,45.6,0.0
1730348899.431,100.0,45.6,0.0
1730348929.433,100.0,45.6,0.0
1730348959.432,100.0,45.6,0.0
1730348989.434,100.0,45.6,0.0
1730349019.436,100.0,45.6,0.0
1730349049.439,100.0,45.6,0.0
1730349079.444,100.0,45.6,0.0
1730349109.453,100.0,45.6,0.0
1730349139.456,100.0,45.6,0.0
1730349169.459,100.0,45.6,0.0
1730349199.465,100.0,45.6,0.0
1730349229.466,100.0,45.6,0.0
1730349259.465,100.0,45.6,0.0
1730349289.464,100.0,45.6,0.0
1730349319.466,100.0,45.6,0.0
1730349349.477,100.0,45.6,0.0
1730349379.480,100.0,45.6,0.0
1730349409.479,100.0,45.6,0.0
1730349439.486,100.0,45.6,0.0
1730349469.490,100.0,45.6,0.0
1730349499.489,100.0,45.6,0.0
1730349529.495,100.0,45.6,0.0
1730349559.497,100.0,45.6,0.0
1730349589.505,100.0,45.6,0.0
1730349619.507,100.0,45.6,0.0
1730349649.509,100.0,45.6,0.0
1730349679.510,100.0,45.6,0.0
1730349709.515,100.0,45.5,0.0
1730349739.514,100.0,45.5,0.0
1730349769.521,100.0,45.5,0.0
1730349799.524,100.0,45.5,0.0
1730349829.530,100.0,45.5,0.0
1730349859.533,100.0,45.5,0.0
1730349889.535,100.0,45.5,0.0
1730349919.534,100.0,45.6,0.0
1730349949.543,100.0,45.6,0.0
1730349979.542,100.0,45.6,0.0
1730350009.547,100.0,45.6,0.0
1730350039.553,100.0,45.6,0.0
1730350069.552,100.0,45.6,0.0
1730350099.562,100.0,45.6,0.0
1730350129.564,100.0,45.6,0.0
1730350159.563,100.0,45.6,0.0
1730350189.573,100.0,45.6,0.0
1730350219.575,100.0,45.6,0.0
1730350249.578,100.0,45.6,0.0
1730350279.580,100.0,45.6,0.0
