Timestamp (s),CPU (%),RAM (%),Swap (%)
1730188225.326,100.0,45.9,0.0
1730188240.337,100.0,45.9,0.0
1730188255.338,100.0,45.8,0.0
1730188270.344,100.0,45.8,0.0
1730188285.348,100.0,45.8,0.0
1730188300.347,100.0,45.8,0.0
1730188315.350,100.0,45.8,0.0
1730188330.354,100.0,45.8,0.0
1730188345.357,100.0,45.8,0.0
1730188360.358,100.0,45.8,0.0
1730188375.360,100.0,45.8,0.0
1730188390.359,100.0,45.8,0.0
1730188405.362,100.0,45.8,0.0
1730188420.365,100.0,45.8,0.0
1730188435.369,100.0,45.8,0.0
1730188450.370,100.0,45.8,0.0
1730188465.369,100.0,45.8,0.0
1730188480.373,100.0,45.8,0.0
1730188495.380,100.0,45.8,0.0
1730188510.379,100.0,45.8,0.0
1730188525.378,100.0,45.8,0.0
1730188540.387,100.0,45.8,0.0
1730188555.390,100.0,45.8,0.0
1730188570.392,100.0,45.8,0.0
1730188585.395,100.0,45.8,0.0
1730188600.394,100.0,45.8,0.0
1730188615.397,100.0,45.8,0.0
1730188630.401,100.0,45.8,0.0
1730188645.405,100.0,45.8,0.0
1730188660.404,100.0,45.8,0.0
1730188675.411,100.0,45.8,0.0
1730188690.413,100.0,45.8,0.0
1730188705.416,100.0,45.8,0.0
1730188720.415,100.0,45.8,0.0
1730188735.414,100.0,45.8,0.0
1730188750.420,100.0,45.8,0.0
1730188765.422,100.0,45.8,0.0
1730188780.424,100.0,45.8,0.0
1730188795.429,100.0,45.8,0.0
1730188810.432,100.0,45.8,0.0
1730188825.431,100.0,45.8,0.0
1730188840.438,100.0,45.8,0.0
1730188855.444,100.0,45.8,0.0
1730188870.443,100.0,45.8,0.0
1730188885.445,100.0,45.8,0.0
1730188900.448,100.0,45.8,0.0
1730188915.447,100.0,45.8,0.0
1730188930.450,100.0,45.8,0.0
1730188945.456,100.0,45.8,0.0
1730188960.459,100.0,45.8,0.0
1730188975.461,100.0,45.8,0.0
1730188990.464,100.0,45.8,0.0
1730189005.463,100.0,45.8,0.0
1730189020.462,100.0,45.8,0.0
1730189035.470,100.0,45.8,0.0
1730189050.474,100.0,45.8,0.0
1730189065.476,100.0,45.8,0.0
1730189080.478,100.0,45.8,0.0
1730189095.479,100.0,45.8,0.0
1730189110.485,100.0,45.8,0.0
1730189125.484,100.0,45.8,0.0
1730189140.488,100.0,45.8,0.0
1730189155.487,100.0,45.8,0.0
1730189170.497,100.0,45.8,0.0
1730189185.496,100.0,45.8,0.0
1730189200.503,100.0,45.8,0.0
1730189215.507,100.0,45.8,0.0
1730189230.509,100.0,45.8,0.0
1730189245.512,100.0,45.8,0.0
1730189260.511,100.0,45.8,0.0
1730189275.514,100.0,45.8,0.0
1730189290.516,100.0,45.8,0.0
1730189305.520,100.0,45.8,0.0
1730189320.522,100.0,45.8,0.0
1730189335.521,100.0,45.8,0.0
1730189350.526,100.0,45.8,0.0
1730189365.525,100.0,45.8,0.0
1730189380.532,100.0,45.8,0.0
1730189395.531,100.0,45.8,0.0
1730189410.534,100.0,45.8,0.0
1730189425.541,100.0,45.8,0.0
1730189440.545,100.0,45.8,0.0
1730189455.549,100.0,45.8,0.0
1730189470.552,100.0,45.8,0.0
1730189485.559,100.0,45.8,0.0
1730189500.563,100.0,45.8,0.0
1730189515.562,100.0,45.8,0.0
1730189530.564,100.0,45.8,0.0
1730189545.565,100.0,45.8,0.0
1730189560.568,100.0,45.8,0.0
1730189575.574,100.0,45.8,0.0
1730189590.573,100.0,45.8,0.0
1730189605.572,100.0,45.8,0.0
1730189620.583,100.0,45.8,0.0
1730189635.585,100.0,45.8,0.0
1730189650.584,100.0,45.8,0.0
1730189665.587,100.0,45.8,0.0
1730189680.586,100.0,45.8,0.0
1730189695.589,100.0,45.8,0.0
1730189710.591,100.0,45.8,0.0
1730189725.601,100.0,45.8,0.0
1730189740.603,100.0,45.8,0.0
1730189755.604,100.0,45.8,0.0
1730189770.603,100.0,45.8,0.0
1730189785.606,100.0,45.8,0.0
1730189800.609,100.0,45.8,0.0
1730189815.611,100.0,45.8,0.0
1730189830.613,100.0,45.8,0.0
1730189845.620,100.0,45.8,0.0
1730189860.621,100.0,45.8,0.0
1730189875.620,100.0,45.8,0.0
1730189890.624,100.0,45.8,0.0
1730189905.625,100.0,45.8,0.0
1730189920.629,100.0,45.8,0.0
1730189935.632,100.0,45.8,0.0
1730189950.631,100.0,45.8,0.0
1730189965.634,100.0,45.8,0.0
1730189980.640,100.0,45.8,0.0
1730189995.641,100.0,45.8,0.0
1730190010.644,100.0,45.8,0.0
1730190025.647,100.0,45.8,0.0
1730190040.648,100.0,45.8,0.0
1730190055.651,100.0,45.8,0.0
1730190070.654,100.0,45.8,0.0
1730190085.653,100.0,45.8,0.0
1730190100.660,100.0,45.8,0.0
1730190115.662,100.0,45.8,0.0
1730190130.664,100.0,45.8,0.0
1730190145.669,100.0,45.8,0.0
1730190160.671,100.0,45.8,0.0
1730190175.674,100.0,45.8,0.0
1730190190.675,100.0,45.8,0.0
1730190205.681,100.0,45.8,0.0
1730190220.680,100.0,45.8,0.0
1730190235.687,100.0,45.8,0.0
1730190250.688,100.0,45.8,0.0
1730190265.689,100.0,45.8,0.0
1730190280.688,100.0,45.8,0.0
1730190295.690,100.0,45.8,0.0
1730190310.696,100.0,45.8,0.0
1730190325.695,100.0,45.8,0.0
1730190340.694,100.0,45.8,0.0
1730190355.699,100.0,45.8,0.0
1730190370.708,100.0,45.8,0.0
1730190385.709,100.0,45.8,0.0
1730190400.711,100.0,45.8,0.0
1730190415.713,100.0,45.8,0.0
1730190430.715,100.0,45.8,0.0
1730190445.724,100.0,45.8,0.0
1730190460.723,100.0,45.8,0.0
1730190475.726,100.0,45.8,0.0
1730190490.725,100.0,45.8,0.0
1730190505.731,100.0,45.8,0.0
1730190520.733,100.0,45.8,0.0
1730190535.732,100.0,45.8,0.0
1730190550.738,100.0,45.8,0.0
1730190565.737,100.0,45.8,0.0
1730190580.743,100.0,45.8,0.0
1730190595.742,100.0,45.8,0.0
1730190610.749,100.0,45.8,0.0
1730190625.748,100.0,45.8,0.0
1730190640.750,100.0,45.8,0.0
1730190655.751,100.0,45.8,0.0
1730190670.750,100.0,45.8,0.0
1730190685.762,100.0,45.8,0.0
1730190700.767,100.0,45.8,0.0
1730190715.766,100.0,45.8,0.0
1730190730.772,100.0,45.8,0.0
1730190745.771,100.0,45.8,0.0
1730190760.770,100.0,45.8,0.0
1730190775.777,100.0,45.8,0.0
1730190790.778,100.0,45.8,0.0
1730190805.780,100.0,45.8,0.0
1730190820.786,100.0,45.8,0.0
1730190835.789,100.0,45.8,0.0
1730190850.791,100.0,45.8,0.0
1730190865.794,100.0,45.8,0.0
1730190880.797,100.0,45.8,0.0
1730190895.796,100.0,45.8,0.0
1730190910.799,100.0,45.8,0.0
1730190925.801,100.0,45.8,0.0
1730190940.800,100.0,45.8,0.0
1730190955.808,100.0,45.8,0.0
1730190970.810,100.0,45.8,0.0
1730190985.809,100.0,45.8,0.0
1730191000.811,100.0,45.8,0.0
1730191015.816,100.0,45.8,0.0
1730191030.820,100.0,45.8,0.0
1730191045.822,100.0,45.8,0.0
1730191060.823,100.0,45.8,0.0
1730191075.825,100.0,45.8,0.0
1730191090.828,100.0,45.8,0.0
1730191105.831,100.0,45.8,0.0
1730191120.832,100.0,45.8,0.0
1730191135.839,100.0,45.8,0.0
1730191150.841,100.0,45.8,0.0
1730191165.840,100.0,45.8,0.0
1730191180.849,100.0,45.8,0.0
1730191195.850,100.0,45.8,0.0
1730191210.851,100.0,45.8,0.0
1730191225.850,100.0,45.8,0.0
1730191240.851,100.0,45.8,0.0
1730191255.854,100.0,45.8,0.0
1730191270.864,100.0,45.8,0.0
1730191285.867,100.0,45.8,0.0
1730191300.870,100.0,45.8,0.0
1730191315.869,100.0,45.8,0.0
1730191330.868,100.0,45.8,0.0
1730191345.870,100.0,45.8,0.0
1730191360.869,100.0,45.8,0.0
1730191375.879,100.0,45.8,0.0
1730191390.878,100.0,45.8,0.0
1730191405.879,100.0,45.8,0.0
1730191420.883,100.0,45.8,0.0
1730191435.886,100.0,45.8,0.0
1730191450.888,100.0,45.8,0.0
1730191465.890,100.0,45.8,0.0
1730191480.892,100.0,45.8,0.0
1730191495.895,100.0,45.8,0.0
1730191510.894,100.0,45.8,0.0
1730191525.901,100.0,45.8,0.0
1730191540.907,100.0,45.8,0.0
1730191555.912,100.0,45.8,0.0
1730191570.915,100.0,45.8,0.0
1730191585.918,100.0,45.8,0.0
1730191600.921,100.0,45.8,0.0
1730191615.924,100.0,45.8,0.0
1730191630.927,100.0,45.8,0.0
1730191645.930,100.0,45.8,0.0
1730191660.929,100.0,45.8,0.0
1730191675.928,100.0,45.8,0.0
1730191690.931,100.0,45.8,0.0
1730191705.930,100.0,45.8,0.0
1730191720.939,100.0,45.8,0.0
1730191735.941,100.0,45.8,0.0
1730191750.943,100.0,45.8,0.0
1730191765.942,100.0,45.8,0.0
1730191780.941,100.0,45.8,0.0
1730191795.948,100.0,45.8,0.0
1730191810.951,100.0,45.8,0.0
1730191825.954,100.0,45.8,0.0
1730191840.956,100.0,45.8,0.0
1730191855.959,100.0,45.8,0.0
1730191870.960,100.0,45.8,0.0
1730191885.962,100.0,45.8,0.0
1730191900.965,100.0,45.8,0.0
1730191915.964,100.0,45.8,0.0
1730191930.963,100.0,45.8,0.0
1730191945.970,100.0,45.8,0.0
1730191960.972,100.0,45.8,0.0
1730191975.971,100.0,45.8,0.0
1730191990.979,100.0,45.8,0.0
1730192005.981,100.0,45.8,0.0
1730192020.982,100.0,45.8,0.0
1730192035.990,100.0,45.8,0.0
1730192050.989,100.0,45.8,0.0
1730192065.991,100.0,45.8,0.0
1730192080.990,100.0,45.8,0.0
1730192095.989,100.0,45.8,0.0
1730192111.001,100.0,45.8,0.0
1730192126.004,100.0,45.8,0.0
1730192141.003,100.0,45.8,0.0
1730192156.006,100.0,45.8,0.0
1730192171.013,100.0,45.8,0.0
1730192186.012,100.0,45.8,0.0
1730192201.011,100.0,45.8,0.0
1730192216.018,100.0,45.8,0.0
1730192231.017,100.0,45.8,0.0
1730192246.024,100.0,45.8,0.0
1730192261.026,100.0,45.8,0.0
1730192276.029,100.0,45.8,0.0
1730192291.031,100.0,45.8,0.0
1730192306.032,100.0,45.8,0.0
1730192321.031,100.0,45.8,0.0
1730192336.030,100.0,45.8,0.0
1730192351.038,100.0,45.8,0.0
1730192366.040,100.0,45.8,0.0
1730192381.043,100.0,45.8,0.0
1730192396.045,100.0,45.8,0.0
1730192411.048,100.0,45.8,0.0
1730192426.050,100.0,45.8,0.0
1730192441.049,100.0,45.8,0.0
1730192456.054,100.0,45.8,0.0
1730192471.056,100.0,45.8,0.0
1730192486.058,100.0,45.8,0.0
1730192501.059,100.0,45.8,0.0
1730192516.062,100.0,45.8,0.0
1730192531.065,100.0,45.8,0.0
1730192546.068,100.0,45.8,0.0
1730192561.067,100.0,45.8,0.0
1730192576.074,100.0,45.8,0.0
1730192591.075,100.0,45.8,0.0
1730192606.074,100.0,45.8,0.0
1730192621.078,100.0,45.8,0.0
1730192636.080,100.0,45.8,0.0
1730192651.084,100.0,45.8,0.0
