Timestamp (s),CPU (%),RAM (%),Swap (%)
1730165881.673,100.0,45.8,0.0
1730165896.682,100.0,45.8,0.0
1730165911.681,100.0,45.8,0.0
1730165926.684,100.0,45.8,0.0
1730165941.686,100.0,45.8,0.0
1730165956.685,100.0,45.8,0.0
1730165971.688,100.0,45.8,0.0
1730165986.691,100.0,45.8,0.0
1730166001.690,100.0,45.8,0.0
1730166016.692,100.0,45.8,0.0
1730166031.691,100.0,45.8,0.0
1730166046.698,100.0,45.8,0.0
1730166061.698,100.0,45.8,0.0
1730166076.697,100.0,45.8,0.0
1730166091.696,100.0,45.8,0.0
1730166106.702,100.0,45.8,0.0
1730166121.704,100.0,45.8,0.0
1730166136.703,100.0,45.8,0.0
1730166151.702,100.0,45.8,0.0
1730166166.706,100.0,45.8,0.0
1730166181.705,100.0,45.8,0.0
1730166196.709,100.0,45.8,0.0
1730166211.710,100.0,45.8,0.0
1730166226.709,100.0,45.8,0.0
1730166241.713,100.0,45.8,0.0
1730166256.714,100.0,45.8,0.0
1730166271.717,100.0,45.8,0.0
1730166286.716,100.0,45.8,0.0
1730166301.718,100.0,45.8,0.0
1730166316.721,100.0,45.8,0.0
1730166331.722,100.0,45.8,0.0
1730166346.725,100.0,45.8,0.0
1730166361.727,100.0,45.8,0.0
1730166376.726,100.0,45.8,0.0
1730166391.725,100.0,45.8,0.0
1730166406.724,100.0,45.8,0.0
1730166421.728,100.0,45.8,0.0
1730166436.727,100.0,45.8,0.0
1730166451.729,100.0,45.8,0.0
1730166466.728,100.0,45.8,0.0
1730166481.731,100.0,45.8,0.0
1730166496.736,100.0,45.8,0.0
1730166511.735,100.0,45.8,0.0
1730166526.738,100.0,45.8,0.0
1730166541.740,100.0,45.8,0.0
1730166556.739,100.0,45.8,0.0
1730166571.742,100.0,45.8,0.0
1730166586.741,100.0,45.8,0.0
1730166601.740,100.0,45.8,0.0
1730166616.746,100.0,45.8,0.0
1730166631.745,100.0,45.8,0.0
1730166646.744,100.0,45.8,0.0
1730166661.749,100.0,45.8,0.0
1730166676.753,100.0,45.8,0.0
1730166691.752,100.0,45.8,0.0
1730166706.751,100.0,45.8,0.0
1730166721.755,100.0,45.8,0.0
1730166736.761,100.0,45.8,0.0
1730166751.762,100.0,45.8,0.0
1730166766.765,100.0,45.8,0.0
1730166781.768,100.0,45.8,0.0
1730166796.771,100.0,45.8,0.0
1730166811.772,100.0,45.8,0.0
1730166826.773,100.0,45.8,0.0
1730166841.776,100.0,45.8,0.0
1730166856.777,100.0,45.8,0.0
1730166871.780,100.0,45.8,0.0
1730166886.781,100.0,45.8,0.0
1730166901.784,100.0,45.8,0.0
1730166916.786,100.0,45.8,0.0
1730166931.789,100.0,45.8,0.0
1730166946.788,100.0,45.8,0.0
1730166961.789,100.0,45.8,0.0
1730166976.788,100.0,45.8,0.0
1730166991.787,100.0,45.8,0.0
1730167006.786,100.0,45.8,0.0
1730167021.788,100.0,45.8,0.0
1730167036.787,100.0,45.8,0.0
1730167051.790,100.0,45.8,0.0
1730167066.793,100.0,45.8,0.0
1730167081.796,100.0,45.8,0.0
1730167096.795,100.0,45.8,0.0
1730167111.794,100.0,45.8,0.0
1730167126.797,100.0,45.8,0.0
1730167141.799,100.0,45.8,0.0
1730167156.798,100.0,45.8,0.0
1730167171.800,100.0,45.8,0.0
1730167186.799,100.0,45.8,0.0
1730167201.801,100.0,45.8,0.0
1730167216.800,100.0,45.8,0.0
1730167231.804,100.0,45.8,0.0
1730167246.807,100.0,45.8,0.0
1730167261.808,100.0,45.8,0.0
1730167276.811,100.0,45.8,0.0
1730167291.814,100.0,45.8,0.0
1730167306.815,100.0,45.8,0.0
1730167321.818,100.0,45.8,0.0
1730167336.821,100.0,45.8,0.0
1730167351.823,100.0,45.8,0.0
1730167366.826,100.0,45.8,0.0
