Timestamp (s),CPU (%),RAM (%),Swap (%)
1730160813.797,100.0,45.8,0.0
1730160828.817,100.0,45.8,0.0
1730160843.820,100.0,45.8,0.0
1730160858.819,100.0,45.8,0.0
1730160873.818,100.0,45.8,0.0
1730160888.821,100.0,45.8,0.0
1730160903.820,100.0,45.8,0.0
1730160918.823,100.0,45.8,0.0
1730160933.826,100.0,45.8,0.0
1730160948.825,100.0,45.8,0.0
1730160963.824,100.0,45.8,0.0
1730160978.823,100.0,45.8,0.0
1730160993.825,100.0,45.8,0.0
1730161008.824,100.0,45.8,0.0
1730161023.827,100.0,45.8,0.0
1730161038.828,100.0,45.8,0.0
1730161053.827,100.0,45.8,0.0
1730161068.830,100.0,45.8,0.0
1730161083.837,100.0,45.8,0.0
1730161098.840,100.0,45.8,0.0
1730161113.841,100.0,45.8,0.0
1730161128.844,100.0,45.8,0.0
1730161143.847,100.0,45.8,0.0
1730161158.846,100.0,45.8,0.0
1730161173.845,100.0,45.8,0.0
1730161188.846,100.0,45.8,0.0
1730161203.845,100.0,45.8,0.0
1730161218.846,100.0,45.8,0.0
1730161233.845,100.0,45.8,0.0
1730161248.847,100.0,45.8,0.0
1730161263.850,100.0,45.8,0.0
1730161278.852,100.0,45.8,0.0
1730161293.851,100.0,45.8,0.0
1730161308.850,100.0,45.8,0.0
1730161323.853,100.0,45.8,0.0
1730161338.852,100.0,45.8,0.0
1730161353.852,100.0,45.8,0.0
1730161368.851,100.0,45.8,0.0
1730161383.852,100.0,45.8,0.0
1730161398.851,100.0,45.8,0.0
1730161413.850,100.0,45.8,0.0
1730161428.853,100.0,45.8,0.0
1730161443.852,100.0,45.8,0.0
1730161458.852,100.0,45.8,0.0
1730161473.857,100.0,45.8,0.0
1730161488.856,100.0,45.8,0.0
1730161503.855,100.0,45.8,0.0
1730161518.858,100.0,45.8,0.0
1730161533.861,100.0,45.8,0.0
1730161548.860,100.0,45.8,0.0
1730161563.864,100.0,45.8,0.0
1730161578.863,100.0,45.8,0.0
1730161593.862,100.0,45.8,0.0
1730161608.863,100.0,45.8,0.0
1730161623.870,100.0,45.8,0.0
1730161638.873,100.0,45.8,0.0
1730161653.875,100.0,45.8,0.0
1730161668.876,100.0,45.8,0.0
1730161683.875,100.0,45.8,0.0
1730161698.877,100.0,45.8,0.0
1730161713.880,100.0,45.8,0.0
1730161728.879,100.0,45.8,0.0
1730161743.880,100.0,45.8,0.0
